Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,part_of_day
1900-01-01 14:00:00,Friday,31-50,Male,Primary education,Employee,2-5yr,Large Truck,Owner,Moderate Vehicle,Other,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Moving forward,Driver or rider,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 11:11:00,Wednesday,18-30,Male,Low education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Residential areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with pedestrians,2,2,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 13:00:00,Tuesday,18-30,Male,Primary education,Owner,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,2,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 19:25:00,Saturday,18-30,Male,Primary education,Owner,5-10yr,Car,Owner,Moderate Vehicle,Other,Undivided Two way,Flat Road,Crossing,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,31-50,3,Employee,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 15:40:00,Friday,Under 18,Male,Secondary education,Employee,2-5yr,Medium Truck,Owner,Moderate Vehicle,Recreational areas,other,Flat Road,Crossing,Asphalt,Wet or damp,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,31-50,2,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 07:00:00,Friday,18-30,Male,Secondary education,Employee,Above 10yr,Car,Owner,Moderate Vehicle,Public service areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,31-50,3,Employee,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 09:18:00,Friday,31-50,Male,Secondary education,Other,5-10yr,Small Truck,Owner,New Vehicle,Commercial areas,Undivided Two way,Flat Road,O Shape,Asphalt,Dry,Good lighting,Clear,Collision with animals,1,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 20:41:00,Thursday,18-30,Male,Low education,Employee,Below 1yr,Three-Wheeler,Owner,Moderate Vehicle,Residential areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Wet or damp,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 13:32:00,Wednesday,31-50,Male,Secondary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Other,One way,Flat Road,O Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,2,Moving forward,Pedestrian,Female,18-30,3,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Human Error,Siang
1900-01-01 06:20:00,Friday,Over 51,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Public service areas,Two-way (divided with solid lines road marking),Flat Road,No junction,Asphalt,Wet or damp,Moderate lighting,Clear,Collision with roadside objects,2,1,Turnover,Pedestrian,Female,Under 18,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,External Factors,Pagi
1900-01-01 07:54:00,Wednesday,Under 18,Male,Secondary education,Employee,2-5yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Other,Asphalt,Wet or damp,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Vehicle Issues,Pagi
1900-01-01 19:32:00,Wednesday,18-30,Male,Primary education,Employee,Below 1yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Wet or damp,Moderate lighting,Clear,Rollover,3,1,Moving forward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 18:09:00,Monday,31-50,Male,Secondary education,Employee,5-10yr,Large Bus,Governmental,New Vehicle,Residential areas,other,Steep Road,Y Shape,Asphalt,Wet or damp,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Violation,Sore
1900-01-01 17:10:00,Thursday,18-30,Male,Secondary education,Employee,Above 10yr,Car,Owner,Old Vehicle,Residential areas,other,Flat Road,No junction,Asphalt,Wet or damp,Good lighting,Rainy,Vehicle with vehicle collision,2,1,Moving forward,Pedestrian,Female,Over 51,3,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing) - masked by parked or statioNot a Pedestrianry vehicle",Human Error,Sore
1900-01-01 14:00:00,Sunday,Over 51,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Residential areas,other,Steep Road,Unknown,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,3,2,Moving forward,Driver or rider,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 19:30:00,Thursday,Over 51,Male,Primary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 23:25:00,Saturday,18-30,Female,Secondary education,Employee,Below 1yr,Small Truck,Owner,Moderate Vehicle,Other,One way,Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Collision with pedestrians,2,1,Moving forward,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 03:32:00,Saturday,Under 18,Male,Secondary education,Employee,1-2yr,Car,Governmental,New Vehicle,Other,Undivided Two way,Flat Road,Y Shape,Asphalt,Wet or damp,Moderate lighting,Windy,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 13:51:00,Tuesday,Under 18,Male,Secondary education,Employee,2-5yr,Two-Wheeler,Governmental,Moderate Vehicle,Public service areas,Double carriageway (median),Flat Road,No junction,Asphalt,Wet or damp,Good lighting,Clear,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 17:11:00,Sunday,31-50,Male,Secondary education,Employee,Above 10yr,Car,Governmental,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 19:47:00,Saturday,18-30,Female,Primary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Other,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 23:01:00,Saturday,18-30,Male,Secondary education,Owner,2-5yr,Car,Owner,Moderate Vehicle,Public service areas,Undivided Two way,Flat Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Collision with animals,1,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 18:35:00,Saturday,31-50,Male,Higher education,Employee,No Licence,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Collision with roadside objects,2,1,Moving forward,Driver or rider,Male,31-50,2,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 08:44:00,Wednesday,31-50,Male,Secondary education,Employee,2-5yr,Small Bus,Governmental,Moderate Vehicle,Residential areas,Double carriageway (median),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,3,Moving forward,Pedestrian,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 19:45:00,Friday,18-30,Male,Primary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Crossing,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,4,Moving backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Vehicle Issues,Malam
1900-01-01 11:39:00,Saturday,18-30,Female,Secondary education,Employee,Below 1yr,Car,Owner,Old Vehicle,Residential areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Wet or damp,Good lighting,Clear,Vehicle with vehicle collision,3,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 20:05:00,Wednesday,Under 18,Male,Secondary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Public service areas,Double carriageway (median),Flat Road,No junction,Asphalt,Wet or damp,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 17:00:00,Friday,31-50,Male,Secondary education,Employee,2-5yr,Large Truck,Organization,Moderate Vehicle,Other,other,Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,6,Moving forward,Pedestrian,Female,18-30,2,Unemployed,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Human Error,Sore
1900-01-01 12:31:00,Friday,31-50,Male,Primary education,Owner,2-5yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Turnover,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 17:55:00,Saturday,18-30,Male,Primary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Residential areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Wet or damp,Moderate lighting,Rainy,Vehicle with vehicle collision,2,2,Moving forward,Pedestrian,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 19:00:00,Tuesday,31-50,Male,Secondary education,Employee,1-2yr,Large Truck,Owner,Moderate Vehicle,Residential areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,5,Junction movement,Pedestrian,Female,5,3,Self-employed,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 18:35:00,Saturday,31-50,Female,Secondary education,Employee,1-2yr,Car,Governmental,Moderate Vehicle,Other,other,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 02:00:00,Saturday,18-30,Male,Secondary education,Employee,2-5yr,Small Truck,Owner,Moderate Vehicle,Public service areas,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Collision with pedestrians,2,1,Moving backward,Pedestrian,Female,Under 18,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Human Error,Malam
1900-01-01 19:30:00,Saturday,18-30,Male,Secondary education,Employee,2-5yr,Large Truck,Owner,Moderate Vehicle,Recreational areas,Undivided Two way,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Male,31-50,3,Student,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 13:55:00,Sunday,Over 51,Male,Primary education,Employee,5-10yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,3,3,Moving forward,Passenger,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 12:10:00,Tuesday,31-50,Male,Secondary education,Employee,2-5yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Collision with roadside objects,2,1,Moving forward,Pedestrian,Female,Under 18,2,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Human Error,Siang
1900-01-01 17:00:00,Tuesday,Under 18,Male,Secondary education,Employee,5-10yr,Large Truck,Owner,Old Vehicle,Residential areas,Undivided Two way,Flat Road,Crossing,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 18:40:00,Friday,18-30,Male,Secondary education,Employee,5-10yr,Medium Truck,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,4,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 09:36:00,Thursday,31-50,Male,Secondary education,Employee,2-5yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Gravel roads,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,Over 51,2,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 09:20:00,Tuesday,18-30,Male,Secondary education,Owner,Below 1yr,Small Truck,Owner,Moderate Vehicle,Commercial areas,Undivided Two way,Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,4,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 22:40:00,Tuesday,18-30,Female,Secondary education,Employee,No Licence,Large Bus,Owner,Moderate Vehicle,Public service areas,Undivided Two way,Flat Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,7,1,Moving forward,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 11:30:00,Friday,18-30,Male,Secondary education,Employee,1-2yr,Car,Owner,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Flat Road,O Shape,Asphalt,Wet or damp,Good lighting,Rainy,Vehicle with vehicle collision,3,2,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 10:30:00,Monday,18-30,Male,Primary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with solid lines road marking),Flat Road,Y Shape,Asphalt,Dry,Poor lighting,Clear,Vehicle with vehicle collision,3,2,Moving forward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
1900-01-01 16:00:00,Monday,Under 18,Male,Secondary education,Employee,2-5yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Stopping,Driver or rider,Female,18-30,3,Employee,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 18:32:00,Tuesday,31-50,Male,Primary education,Owner,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,other,Flat Road,Y Shape,Asphalt,Wet or damp,Good lighting,Clear,Vehicle with vehicle collision,2,2,Moving forward,Passenger,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 18:45:00,Monday,31-50,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Other,Double carriageway (median),Steep Road,Crossing,Asphalt,Dry,Moderate lighting,Clear,Collision with roadside objects,2,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 19:45:00,Sunday,18-30,Female,Secondary education,Employee,2-5yr,Small Truck,Governmental,New Vehicle,Recreational areas,Undivided Two way,Flat Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Collision with pedestrians,3,1,Moving backward,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 19:30:00,Tuesday,31-50,Male,Primary education,Employee,1-2yr,Large Bus,Organization,Moderate Vehicle,Other,Two-way (divided with broken lines road marking),Hilly Road,Y Shape,Earth roads,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 17:46:00,Friday,31-50,Male,Secondary education,Owner,5-10yr,Car,Owner,Moderate Vehicle,Commercial areas,Two-way (divided with broken lines road marking),Flat Road,Crossing,Asphalt,Wet or damp,Good lighting,Rainy,Collision with roadside objects,2,2,Turnover,Passenger,Female,18-30,3,Unknown,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 17:21:00,Thursday,18-30,Male,Secondary education,Employee,2-5yr,Car,Owner,Moderate Vehicle,Residential areas,Undivided Two way,Flat Road,No junction,Asphalt,Wet or damp,Moderate lighting,Clear,Vehicle with vehicle collision,4,2,Moving forward,Driver or rider,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 20:40:00,Friday,18-30,Female,Secondary education,Employee,1-2yr,Car,Owner,Moderate Vehicle,Other,One way,Flat Road,No junction,Asphalt,Dry,Moderate lighting,Clear,Vehicle with vehicle collision,1,1,Moving forward,Driver or rider,Male,18-30,na,Driver,Normal,Not a Pedestrian,Human Error,Malam
1900-01-01 13:30:00,Thursday,31-50,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Residential areas,Double carriageway (median),Flat Road,No junction,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving forward,Driver or rider,Male,18-30,na,Employee,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 18:30:00,Thursday,18-30,Male,Secondary education,Employee,2-5yr,Large Truck,Owner,Moderate Vehicle,Commercial areas,other,Flat Road,Y Shape,Asphalt,Dry,Moderate lighting,Clear,Collision with roadside objects,2,1,Moving forward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Human Error,Sore
1900-01-01 14:40:00,Saturday,18-30,Male,Secondary education,Employee,5-10yr,Car,Owner,Moderate Vehicle,Public service areas,Two-way (divided with broken lines road marking),Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,1,1,Stopping,Driver or rider,Male,18-30,na,Self-employed,Normal,Not a Pedestrian,Human Error,Siang
1900-01-01 10:12:00,Saturday,31-50,Male,Secondary education,Employee,Above 10yr,Small Bus,Owner,Moderate Vehicle,Other,Undivided Two way,Flat Road,Y Shape,Asphalt,Dry,Good lighting,Clear,Vehicle with vehicle collision,2,1,Moving backward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Human Error,Pagi
