Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_severity,Cause_of_accident,Accident_severity,Number_of_vehicles_involved_log,Number_of_casualties_log
23:25:00,Wednesday,Lansia,Male,Junior high school,Employee,1-2yr,Other,Owner,,,Residential areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.3862943611198906
23:25:00,Wednesday,Dewasa,Male,,Owner,5-10yr,Other,Owner,5-10yrs,,Office areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Reversing,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.3862943611198906
7:40:00,Monday,Dewasa,Unknown,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,5-10yrs,,Residential areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Serious Injury,1.0986122886681096,0.6931471805599453
7:40:00,Monday,Dewasa,Male,Junior high school,Employee,2-5yr,,Owner,2-5yrs,,Office areas,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Serious Injury,1.0986122886681096,0.6931471805599453
15:17:00,Sunday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,No defect,Office areas,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,3,Moving Backward,Fatal injury,1.0986122886681096,0.6931471805599453
15:17:00,Sunday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,,,No defect,Other,Other,Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Moving Backward,Fatal injury,1.0986122886681096,0.6931471805599453
15:50:00,Monday,Dewasa,Male,Elementary school,Employee,2-5yr,Other,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
15:50:00,Monday,Dewasa,Male,Elementary school,Owner,Above 10yr,Commercial Vehicle,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
9:45:00,Sunday,Lansia,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,Unknown,, Church areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
9:45:00,Sunday,Lansia,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Governmental,Unknown,No defect, Church areas,Divided Road (Median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
17:35:00,Thursday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,2-5yrs,No defect,Residential areas,Divided Road (Median),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Reckless Driving,Slight Injury,1.3862943611198906,0.6931471805599453
17:35:00,Thursday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,,No defect,Office areas,Other,Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,0.6931471805599453
17:35:00,Thursday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,5-10yrs,No defect,Office areas,Other,Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,0.6931471805599453
20:50:00,Sunday,Dewasa,Unknown,Junior high school,Employee,2-5yr,Private Vehicle,Owner,2-5yrs,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,2,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
20:50:00,Sunday,Lansia,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,5-10yrs,, Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
21:32:00,Thursday,Dewasa,Male,Junior high school,Employee,Above 10yr,Other,Owner,,,Other,Other,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
21:32:00,Thursday,Dewasa,Male,Elementary school,Employee,5-10yr,,Owner,,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Other/Unknown,Slight Injury,1.0986122886681096,1.0986122886681096
19:55:00,Monday,Dewasa,Male,,Employee,,Commercial Vehicle,Owner,,,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
19:55:00,Monday,Dewasa,Male,,Employee,2-5yr,Public Transport,Owner,,,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
16:10:00,Monday,Dewasa,Male,Elementary school,Employee,5-10yr,Public Transport,Owner,,,,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Parked,2,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
16:10:00,Monday,Lansia,Male,Junior high school,Employee,5-10yr,Other,Governmental,2-5yrs,,Residential areas,Other,Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
15:25:00,Monday,Dewasa,Unknown,Junior high school,Employee,Above 10yr,Other,Owner,Below 1yr,, Church areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,2,Reckless Driving,Slight Injury,0.6931471805599453,0.6931471805599453
23:36:00,Thursday,Remaja,Male,Junior high school,Employee,5-10yr,Other,,,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,3,Speeding,Serious Injury,0.6931471805599453,1.6094379124341003
23:36:00,Thursday,Remaja,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,Unknown,,Other,One Way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,2,Distance & Priority Violation,Serious Injury,0.6931471805599453,1.6094379124341003
23:36:00,Thursday,Remaja,Male,Elementary school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,3,Distance & Priority Violation,Serious Injury,0.6931471805599453,1.6094379124341003
23:36:00,Thursday,Remaja,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,,Office areas,One Way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,3,Distance & Priority Violation,Serious Injury,0.6931471805599453,1.6094379124341003
20:00:00,Monday,Lansia,Male,Elementary school,Employee,1-2yr,Public Transport,Owner,Unknown,No defect, Industrial areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Turnover,3,Other/Unknown,Slight Injury,1.3862943611198906,0.6931471805599453
20:00:00,Monday,Dewasa,Unknown,Elementary school,Employee,5-10yr,Other,Governmental,,No defect,Residential areas,Divided Road (Median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Other/Unknown,Slight Injury,1.3862943611198906,0.6931471805599453
20:00:00,Monday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Moving Backward,Slight Injury,1.3862943611198906,0.6931471805599453
17:54:00,Friday,Dewasa,Male,Elementary school,Employee,2-5yr,Other,Owner,2-5yrs,,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Unknown,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
17:54:00,Friday,Dewasa,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,, Church areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,3,Moving Backward,Slight Injury,1.0986122886681096,0.6931471805599453
18:04:00,Monday,Dewasa,Unknown,,Unknown,5-10yr,Other,Owner,Above 10yr,, Industrial areas,Other,Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
17:00:00,Friday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,No defect,  Recreational areas,One Way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,3,Reckless Driving,Slight Injury,0.6931471805599453,0.6931471805599453
1:15:00,Saturday,Unknwon,Female,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,No defect,  Market areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Turnover,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.3862943611198906
1:15:00,Saturday,Dewasa,Unknown,Elementary school,Employee,Below 1yr,Other,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,3,Other/Unknown,Slight Injury,1.0986122886681096,1.3862943611198906
1:15:00,Saturday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.3862943611198906
1:15:00,Saturday,Dewasa,Male,Elementary school,Owner,5-10yr,Public Transport,Owner,Unknown,No defect, Industrial areas,Other,Tangent road with flat terrain,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Unknown,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.3862943611198906
18:30:00,Wednesday,Dewasa,Male,Elementary school,Employee,2-5yr,Private Vehicle,Governmental,2-5yrs,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
18:30:00,Wednesday,Dewasa,Male,Elementary school,Employee,Above 10yr,Commercial Vehicle,Governmental,,,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
15:52:00,Friday,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,,,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,0.6931471805599453
15:52:00,Friday,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,0.6931471805599453
15:52:00,Friday,Dewasa,Male,Junior high school,Employee,Below 1yr,Other,Owner,,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,2,Distance & Priority Violation,Slight Injury,1.3862943611198906,0.6931471805599453
12:33:00,Tuesday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Organization,Unknown,,Other,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,3,Distance & Priority Violation,Serious Injury,0.6931471805599453,0.6931471805599453
8:59:00,Monday,Remaja,Unknown,Elementary school,Employee,5-10yr,Commercial Vehicle,Governmental,2-5yrs,,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
8:59:00,Monday,Lansia,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
17:25:00,Saturday,Dewasa,Male,Elementary school,Employee,1-2yr,Commercial Vehicle,Owner,Above 10yr,,Other,Other,Tangent road with flat terrain,No junction,Other,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,3,Unsafe Driving,Slight Injury,0.6931471805599453,0.6931471805599453
0:53:00,Sunday,Dewasa,Male,Elementary school,Employee,,Non-Motorized,,,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Reversing,3,Reckless Driving,Slight Injury,0.6931471805599453,1.3862943611198906
0:53:00,Sunday,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,2-5yrs,No defect, Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,3,Unsafe Driving,Slight Injury,0.6931471805599453,1.3862943611198906
0:53:00,Sunday,Dewasa,Male,,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,,Office areas,Divided Road (Median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,3,Going straight,3,Reckless Driving,Slight Injury,0.6931471805599453,1.3862943611198906
15:20:00,Wednesday,Dewasa,Male,Elementary school,Owner,1-2yr,Private Vehicle,Owner,2-5yrs,, Church areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
18:23:00,Saturday,Remaja,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
18:23:00,Saturday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,,,,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
5:24:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,1-2yr,,School areas,Other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Going straight,3,Moving Backward,Serious Injury,0.6931471805599453,0.6931471805599453
12:15:00,Saturday,Dewasa,Unknown,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,,Office areas,Other,Tangent road with mild grade and flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,3,Reckless Driving,Slight Injury,0.6931471805599453,0.6931471805599453
22:15:00,Friday,Dewasa,Male,Junior high school,Owner,Below 1yr,Private Vehicle,Owner,Below 1yr,,Other,Other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Reversing,3,Unsafe Lane Change,Slight Injury,0.6931471805599453,0.6931471805599453
6:35:00,Friday,Dewasa,Male,High school,Employee,Below 1yr,Public Transport,Owner,Unknown,,Office areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Serious Injury,1.0986122886681096,0.6931471805599453
