Time,Day,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
15:00:00,Sunday,Over 51,Male,Junior high school,Unknown,5-10yr,Lorry (11 - 40 Quintal),Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,2,Turning,Female,Under 18,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
23:00:00,Wednesday,Over 51,Unknown,Elementary school,Owner,2-5yr,Stationwagen,Owner,Unknown,Office areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Self-accident,2,3,Moving forward,Female,18-30,3,Driver,,Not a Pedestrian,Driving carelessly,Slight Injury
23:00:00,Wednesday,Over 51,Male,Junior high school,Employee,1-2yr,Other,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
23:00:00,Wednesday,31-50,Male,Junior high school,Owner,5-10yr,Other,Owner,5-10yrs,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving backward,na,na,na,,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
07:00:00,Monday,18-30,Unknown,Junior high school,Employee,Below 1yr,Lorry (11 - 40 Quintal),Owner,5-10yrs,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
07:00:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,2-5yrs,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
15:00:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Fatal injury
15:00:00,Sunday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Fatal injury
15:00:00,Monday,18-30,Male,Elementary school,Employee,2-5yr,Other,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
15:00:00,Monday,18-30,Male,Elementary school,Owner,Above 10yr,Lorry (41 - 100 Quintal),Owner,Above 10yr,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
09:00:00,Sunday,Over 51,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
09:00:00,Sunday,Over 51,Male,Junior high school,Employee,5-10yr,Pick up upto 10 Quintal,Governmental,Unknown, Church areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
17:00:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,2-5yrs,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
17:00:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Public (13 - 45 seats),Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Long lorry,Owner,5-10yrs,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Female,18-30,3,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
20:00:00,Sunday,18-30,Unknown,Junior high school,Employee,2-5yr,Automobile,Owner,2-5yrs,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,2,1,Moving forward,Male,31-50,2,,,Not a Pedestrian,Driving carelessly,Slight Injury
20:00:00,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs, Church areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
21:00:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
21:00:00,Thursday,31-50,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Other,Slight Injury
19:00:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
19:00:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
16:00:00,Monday,18-30,Male,Elementary school,Employee,5-10yr,Public (12 seats),Owner,Unknown,Other,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Stopping,Male,18-30,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
16:00:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,Other,Governmental,2-5yrs,Residential areas,Two-way (divided with broken lines road marking),,Crossing,Earth roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
15:00:00,Monday,31-50,Unknown,Junior high school,Employee,Above 10yr,Other,Owner,Below 1yr, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,2,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury
23:00:00,Thursday,Under 18,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,4,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
23:00:00,Thursday,Under 18,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,Unknown,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,4,Moving forward,Male,31-50,2,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
23:00:00,Thursday,Under 18,Male,Elementary school,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,4,Moving forward,na,na,na,,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury
23:00:00,Thursday,Under 18,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,4,Moving forward,na,na,na,,,Not a Pedestrian,No priority to vehicle,Serious Injury
20:00:00,Monday,Over 51,Male,Elementary school,Employee,1-2yr,Public (12 seats),Owner,Unknown, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,1,Turning,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
20:00:00,Monday,31-50,Unknown,Elementary school,Employee,5-10yr,Other,Governmental,Unknown,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury
20:00:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,Unknown,Office areas,Unknown,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:00:00,Friday,18-30,Male,Elementary school,Employee,2-5yr,Other,Owner,2-5yrs,Other,,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Unknown,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
17:00:00,Friday,31-50,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
18:00:00,Monday,31-50,Unknown,Junior high school,Unknown,5-10yr,Other,Owner,Above 10yr, Industrial areas,,Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
17:00:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Pick up upto 10 Quintal,Owner,Unknown,  Recreational areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
01:00:00,Saturday,Unknown,Female,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,  Market areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,3,Turning,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
01:00:00,Saturday,18-30,Unknown,Elementary school,Employee,Below 1yr,Other,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,,Normal,Not a Pedestrian,Other,Slight Injury
01:00:00,Saturday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
01:00:00,Saturday,18-30,Male,Elementary school,Owner,5-10yr,Public (13 - 45 seats),Owner,Unknown, Industrial areas,Two-way (divided with broken lines road marking),,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Unknown,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
18:00:00,Wednesday,31-50,Male,Elementary school,Employee,2-5yr,Automobile,Governmental,2-5yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
18:00:00,Wednesday,18-30,Male,Elementary school,Employee,Above 10yr,Pick up upto 10 Quintal,Governmental,Unknown,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
15:00:00,Friday,18-30,Male,Elementary school,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
15:00:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
15:00:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Other,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving backward,Male,18-30,2,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
12:00:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41 - 100 Quintal),Organization,Unknown,Other,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,Female,18-30,3,,,Not a Pedestrian,No priority to vehicle,Serious Injury
08:00:00,Monday,Under 18,Unknown,Elementary school,Employee,5-10yr,Pick up upto 10 Quintal,Governmental,2-5yrs,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
08:00:00,Monday,Over 51,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Turnover,Slight Injury
17:00:00,Saturday,31-50,Male,Elementary school,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Above 10yr,Other,other,Tangent road with flat terrain,No junction,Other,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Turning,Male,Under 18,3,Driver,Deaf,Not a Pedestrian,Driving to the left,Slight Injury
00:00:00,Sunday,18-30,Male,Elementary school,Employee,5-10yr,Ridden horse,Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,3,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
00:00:00,Sunday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,3,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving to the left,Slight Injury
00:00:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,1,3,Moving forward,Male,Under 18,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
15:00:00,Wednesday,31-50,Male,Elementary school,Owner,1-2yr,Stationwagen,Owner,2-5yrs, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Turning,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
18:00:00,Saturday,Under 18,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving backward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
18:00:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
05:00:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,1-2yr,School areas,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights unlit,Normal,Vehicle Collision,1,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
