Time,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Day
23:00:00,Dewasa,Male,Junior high school,Owner,5-10yr,Other,Owner,5-10yrs,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Wednesday
07:00:00,Dewasa,Unknown,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,5-10yrs,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Monday
07:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,2-5yrs,Office areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Serious Injury,Monday
15:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,Office areas,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,18-30,3,Normal,Not a Pedestrian,Moving Backward,Fatal injury,Sunday
15:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Earth roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Moving Backward,Fatal injury,Sunday
15:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Other,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Monday
15:00:00,Dewasa,Male,Elementary school,Owner,Above 10yr,Commercial Vehicle,Owner,Above 10yr,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Monday
09:00:00,Lansia,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,Unknown,Church areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,unknown,Not a Pedestrian,No Distance,Slight Injury,Sunday
09:00:00,Lansia,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Governmental,Unknown,Church areas,Double carriageway (median),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Sunday
17:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,2-5yrs,Residential areas,Double carriageway (median),Straight,Y Shape,Other,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Thursday
17:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
17:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,5-10yrs,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
20:00:00,Dewasa,Unknown,Junior high school,Employee,2-5yr,Private Vehicle,Owner,2-5yrs,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,2,1,Moving forward,Male,31-50,2,unknown,Not a Pedestrian,Driving carelessly,Slight Injury,Sunday
20:00:00,Lansia,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,5-10yrs,Church areas,other,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Sunday
21:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Thursday
21:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury,Thursday
19:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
19:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
16:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Public Transport,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Stopping,Male,18-30,2,Normal,Not a Pedestrian,No Distance,Slight Injury,Monday
16:00:00,Lansia,Male,Junior high school,Employee,5-10yr,Other,Governmental,2-5yrs,Residential areas,Two-way (divided with broken lines road marking),Straight,Crossing,Earth roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,No Distance,Slight Injury,Monday
15:00:00,Dewasa,Unknown,Junior high school,Employee,Above 10yr,Other,Owner,Below 1yr,Church areas,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,2,Normal,Not a Pedestrian,Reckless Driving,Slight Injury,Monday
23:00:00,Remaja,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,4,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Speeding,Serious Injury,Thursday
23:00:00,Remaja,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,Unknown,Other,One way,Straight,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,4,Moving forward,Male,31-50,2,Normal,Not a Pedestrian,Priority Violation,Serious Injury,Thursday
23:00:00,Remaja,Male,Elementary school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,4,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Serious Injury,Thursday
23:00:00,Remaja,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,Office areas,One way,Straight,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,1,4,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Priority Violation,Serious Injury,Thursday
20:00:00,Lansia,Male,Elementary school,Employee,1-2yr,Public Transport,Owner,Unknown,Industrial areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,1,Turning,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury,Monday
20:00:00,Dewasa,Unknown,Elementary school,Employee,5-10yr,Other,Governmental,Unknown,Residential areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Other,Slight Injury,Monday
20:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Office areas,Unknown,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Monday
17:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Other,Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Unknown,unknown,unknown,unknown,unknown,Not a Pedestrian,No Distance,Slight Injury,Friday
17:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,Church areas,other,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Female,18-30,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Friday
18:00:00,Dewasa,Unknown,Junior high school,Unknown,5-10yr,Other,Owner,Above 10yr,Industrial areas,Two-way (divided with broken lines road marking),Straight,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Female,Under 18,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Monday
17:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,Recreational areas,One way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Friday
01:00:00,Unknwon,Female,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,Market areas,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,3,Turning,unknown,unknown,unknown,unknown,Not a Pedestrian,No Distance,Slight Injury,Saturday
01:00:00,Dewasa,Unknown,Elementary school,Employee,Below 1yr,Other,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury,Saturday
01:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
01:00:00,Dewasa,Male,Elementary school,Owner,5-10yr,Public Transport,Owner,Unknown,Industrial areas,Two-way (divided with broken lines road marking),Straight,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Unknown,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Saturday
18:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Private Vehicle,Governmental,2-5yrs,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,unknown,Not a Pedestrian,Driving carelessly,Slight Injury,Wednesday
18:00:00,Dewasa,Male,Elementary school,Employee,Above 10yr,Commercial Vehicle,Governmental,Unknown,Office areas,other,Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Wednesday
15:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Other,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Female,Over 51,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Friday
15:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
15:00:00,Dewasa,Male,Junior high school,Employee,Below 1yr,Other,Owner,Unknown,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving backward,Male,18-30,2,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Friday
12:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Organization,Unknown,Other,other,Straight,Other,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,Female,18-30,3,unknown,Not a Pedestrian,Priority Violation,Serious Injury,Tuesday
08:00:00,Remaja,Unknown,Elementary school,Employee,5-10yr,Commercial Vehicle,Governmental,2-5yrs,Other,other,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,Over 51,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
08:00:00,Lansia,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
17:00:00,Dewasa,Male,Elementary school,Employee,1-2yr,Commercial Vehicle,Owner,Above 10yr,Other,other,Straight,No junction,Other,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Turning,Male,Under 18,3,Deaf,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
00:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Non-Motorized,Owner,Unknown,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,3,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Sunday
00:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,2-5yrs,Church areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,3,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Sunday
00:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,Office areas,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,1,3,Moving forward,Male,Under 18,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Sunday
15:00:00,Dewasa,Male,Elementary school,Owner,1-2yr,Private Vehicle,Owner,2-5yrs,Church areas,other,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Turning,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Wednesday
18:00:00,Remaja,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving backward,Male,Over 51,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Saturday
18:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Other,other,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,Male,31-50,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
05:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,1-2yr,School areas,other,Mountainous,No junction,Asphalt roads,Wet or damp,Darkness - lights unlit,Normal,Vehicle Collision,1,1,Moving forward,Male,Over 51,3,Normal,Not a Pedestrian,Moving Backward,Serious Injury,Friday
12:00:00,Dewasa,Unknown,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,Over 51,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Saturday
22:00:00,Dewasa,Male,Junior high school,Owner,Below 1yr,Private Vehicle,Owner,Below 1yr,Other,other,Mountainous,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,1,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
06:00:00,Dewasa,Male,High school,Employee,Below 1yr,Public Transport,Owner,Unknown,Office areas,Undivided Two way,Straight,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,Friday
06:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,Friday
17:00:00,Remaja,Male,Junior high school,Employee,Below 1yr,Public Transport,Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Pedestrian Collision,1,2,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,Thursday
17:00:00,Remaja,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Pedestrian Collision,1,2,Stopping,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Thursday
04:00:00,Dewasa,Unknown,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Unknown,Other,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Pedestrian Collision,1,4,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
04:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Church areas,other,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,1,4,Moving forward,Male,31-50,3,unknown,Not a Pedestrian,Driving carelessly,Slight Injury,Friday
04:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,1,4,Unknown,Male,18-30,3,unknown,Not a Pedestrian,Speeding,Slight Injury,Friday
