Time,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_severity,Cause_of_accident,Accident_severity,Day
16:00:00,Over 51,Male,Employee,5-10yr,Other,Governmental,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,No Distance,Slight Injury,Monday
15:00:00,31-50,Unknown,Employee,Above 10yr,Other,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,2,Reckless Driving,Slight Injury,Monday
23:00:00,Under 18,Male,Employee,5-10yr,Other,Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle Collision,1,4,Moving forward,na,Speeding,Serious Injury,Thursday
23:00:00,Under 18,Male,Employee,Above 10yr,Public Transport,Owner,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle Collision,1,4,Moving forward,2,Priority Violation,Serious Injury,Thursday
23:00:00,Under 18,Male,Employee,Below 1yr,Commercial Vehicle,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle Collision,1,4,Moving forward,na,Priority Violation,Serious Injury,Thursday
23:00:00,Under 18,Male,Employee,5-10yr,Other,Owner,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle Collision,1,4,Moving forward,na,Priority Violation,Serious Injury,Thursday
20:00:00,Over 51,Male,Employee,1-2yr,Public Transport,Owner, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,1,Turning,na,Other,Slight Injury,Monday
20:00:00,31-50,Unknown,Employee,5-10yr,Other,Governmental,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,1,Moving forward,3,Other,Slight Injury,Monday
20:00:00,31-50,Male,Employee,5-10yr,Commercial Vehicle,Owner,Office areas,Unknown,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,3,1,Moving forward,na,Moving Backward,Slight Injury,Monday
17:00:00,18-30,Male,Employee,2-5yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Unknown,na,No Distance,Slight Injury,Friday
17:00:00,31-50,Male,Employee,5-10yr,Other,Owner, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Moving Backward,Slight Injury,Friday
18:00:00,31-50,Unknown,Unknown,5-10yr,Other,Owner, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Priority Violation,Slight Injury,Monday
17:00:00,18-30,Male,Employee,Above 10yr,Commercial Vehicle,Owner,  Recreational areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,3,Driving carelessly,Slight Injury,Friday
01:00:00,Unknown,Female,Employee,Above 10yr,Private Vehicle,Owner,  Market areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,3,Turning,na,No Distance,Slight Injury,Saturday
01:00:00,18-30,Unknown,Employee,Below 1yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,na,Other,Slight Injury,Saturday
01:00:00,18-30,Male,Employee,5-10yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,3,Unsafe Lane Change,Slight Injury,Saturday
01:00:00,18-30,Male,Owner,5-10yr,Public Transport,Owner, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Unknown,na,No Distance,Slight Injury,Saturday
18:00:00,31-50,Male,Employee,2-5yr,Private Vehicle,Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,3,Driving carelessly,Slight Injury,Wednesday
18:00:00,18-30,Male,Employee,Above 10yr,Commercial Vehicle,Governmental,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,na,No Distance,Slight Injury,Wednesday
15:00:00,18-30,Male,Employee,2-5yr,Commercial Vehicle,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,3,Priority Violation,Slight Injury,Friday
15:00:00,31-50,Male,Employee,Above 10yr,Public Transport,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,Unsafe Lane Change,Slight Injury,Friday
15:00:00,18-30,Male,Employee,Below 1yr,Other,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving backward,2,Priority Violation,Slight Injury,Friday
12:00:00,18-30,Male,Employee,2-5yr,Commercial Vehicle,Organization,Other,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,3,Priority Violation,Serious Injury,Tuesday
08:00:00,Under 18,Unknown,Employee,5-10yr,Commercial Vehicle,Governmental,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Monday
08:00:00,Over 51,Male,Employee,5-10yr,Other,Owner,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,Unsafe Lane Change,Slight Injury,Monday
17:00:00,31-50,Male,Employee,1-2yr,Commercial Vehicle,Owner,Other,other,Tangent road with flat terrain,No junction,Other,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Turning,3,Unsafe Lane Change,Slight Injury,Saturday
00:00:00,18-30,Male,Employee,5-10yr,Non-Motorized,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,3,Moving backward,na,Driving carelessly,Slight Injury,Sunday
00:00:00,18-30,Male,Employee,1-2yr,Private Vehicle,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,3,Moving forward,3,Unsafe Lane Change,Slight Injury,Sunday
00:00:00,18-30,Male,Employee,5-10yr,Private Vehicle,Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,1,3,Moving forward,3,Driving carelessly,Slight Injury,Sunday
15:00:00,31-50,Male,Owner,1-2yr,Private Vehicle,Owner, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Turning,na,Priority Violation,Slight Injury,Wednesday
18:00:00,Under 18,Male,Employee,5-10yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving backward,3,Driving carelessly,Slight Injury,Saturday
18:00:00,18-30,Male,Employee,2-5yr,Commercial Vehicle,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Saturday
05:00:00,31-50,Male,Employee,2-5yr,Commercial Vehicle,Owner,School areas,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle Collision,1,1,Moving forward,3,Moving Backward,Serious Injury,Friday
12:00:00,18-30,Unknown,Employee,5-10yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Driving carelessly,Slight Injury,Saturday
22:00:00,31-50,Male,Owner,Below 1yr,Private Vehicle,Owner,Other,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,1,1,Moving backward,na,Unsafe Lane Change,Slight Injury,Friday
06:00:00,31-50,Male,Employee,Below 1yr,Public Transport,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,3,Driving carelessly,Serious Injury,Friday
06:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,3,Driving carelessly,Serious Injury,Friday
17:00:00,Under 18,Male,Employee,Below 1yr,Public Transport,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Pedestrian Collision,1,2,Moving forward,3,Driving carelessly,Serious Injury,Thursday
17:00:00,Under 18,Male,Employee,2-5yr,Commercial Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Pedestrian Collision,1,2,Stopping,na,Unsafe Lane Change,Serious Injury,Thursday
04:00:00,18-30,Unknown,Employee,2-5yr,Private Vehicle,Owner,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Pedestrian Collision,1,4,Moving forward,na,Unsafe Lane Change,Slight Injury,Friday
04:00:00,18-30,Male,Employee,5-10yr,Commercial Vehicle,Owner, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,1,4,Moving forward,3,Driving carelessly,Slight Injury,Friday
04:00:00,18-30,Male,Employee,5-10yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,1,4,Unknown,3,Speeding,Slight Injury,Friday
04:00:00,18-30,Unknown,Owner,5-10yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,1,4,Moving forward,3,Unsafe Lane Change,Slight Injury,Friday
15:00:00,18-30,Male,Employee,5-10yr,Other,Owner,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,1,No Distance,Slight Injury,Saturday
08:00:00,Under 18,Male,Owner,5-10yr,Private Vehicle,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Stopping,3,Other,Slight Injury,Friday
00:00:00,18-30,Male,Employee,2-5yr,Private Vehicle,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,na,Unsafe Lane Change,Slight Injury,Sunday
00:00:00,31-50,Male,Employee,5-10yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,3,Unsafe Lane Change,Slight Injury,Sunday
00:00:00,31-50,Male,Employee,Below 1yr,Public Transport,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,2,2,Moving forward,3,Speeding,Slight Injury,Sunday
00:00:00,18-30,Male,Employee,1-2yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining and Windy,Stationary Object Collision,2,1,Moving backward,na,Other,Slight Injury,Sunday
00:00:00,18-30,Male,Employee,2-5yr,Commercial Vehicle,Governmental,School areas,Double carriageway (median),Tangent road with flat terrain,No junction,Earth roads,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Sunday
15:00:00,Unknown,Female,Employee,2-5yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Cloudy,Vehicle Collision,2,2,Moving forward,3,Speeding,Slight Injury,Saturday
15:00:00,31-50,Male,Employee,5-10yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with rolling terrain,Y Shape,Asphalt roads,Dry,Daylight,Cloudy,Vehicle Collision,2,2,Unknown,3,Priority Violation,Slight Injury,Saturday
15:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Governmental, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Cloudy,Vehicle Collision,2,2,Moving forward,na,Moving Backward,Slight Injury,Saturday
16:00:00,Under 18,Male,Unknown,5-10yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Train Collision,2,1,Moving backward,3,Other,Slight Injury,Saturday
16:00:00,Under 18,Male,Employee,Above 10yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,na,Priority Violation,Slight Injury,Saturday
01:00:00,Under 18,Male,Employee,Above 10yr,Public Transport,Governmental,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving backward,3,Priority Violation,Slight Injury,Friday
01:00:00,31-50,Male,Owner,Above 10yr,Public Transport,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,3,Unsafe Lane Change,Slight Injury,Friday
19:00:00,Over 51,Male,Employee,unknown,Other,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle Collision,2,3,Moving forward,2,Unsafe Lane Change,Slight Injury,Monday
19:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle Collision,2,3,Unknown,na,Unsafe Lane Change,Slight Injury,Monday
19:00:00,31-50,Male,Employee,2-5yr,Private Vehicle,Organization, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle Collision,2,3,Moving forward,3,Unsafe Lane Change,Slight Injury,Monday
19:00:00,18-30,Male,Employee,5-10yr,Public Transport,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,Unsafe Lane Change,Slight Injury,Tuesday
19:00:00,18-30,Male,Employee,2-5yr,Public Transport,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Gravel roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Slight Injury,Tuesday
17:00:00,Over 51,Male,Owner,5-10yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Turning,na,Speeding,Slight Injury,Saturday
17:00:00,18-30,Male,Employee,Above 10yr,Other,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Pedestrian Collision,2,1,Moving forward,3,Moving Backward,Slight Injury,Saturday
21:00:00,31-50,Male,Employee,2-5yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,na,No Distance,Slight Injury,Sunday
21:00:00,31-50,Unknown,Employee,2-5yr,Commercial Vehicle,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,3,Other,Slight Injury,Sunday
