Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
23:25:00,Wednesday,Lansia,Male,Junior high school,Employee,1-2yr,Other,Owner,,,Residential areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
23:25:00,Wednesday,Dewasa,Male,,Owner,5-10yr,Other,Owner,5-10yrs,,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Reversing,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury
7:40:00,Monday,Dewasa,Unknown,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,5-10yrs,,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Female,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury
7:40:00,Monday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,2-5yrs,,Office areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Serious Injury
15:17:00,Sunday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Male,18-30,3,Normal,Not a Pedestrian,Moving Backward,Fatal injury
15:17:00,Sunday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,,,No defect,Other,Two-way (divided with broken lines road marking),Straight,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Normal,Not a Pedestrian,Moving Backward,Fatal injury
15:50:00,Monday,Dewasa,Male,Elementary school,Employee,2-5yr,Other,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
15:50:00,Monday,Dewasa,Male,Elementary school,Owner,Above 10yr,Commercial Vehicle,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
9:45:00,Sunday,Lansia,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,Unknown,, Church areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Male,18-30,3,unknown,Not a Pedestrian,No Distance,Slight Injury
9:45:00,Sunday,Lansia,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Governmental,Unknown,No defect, Church areas,Double carriageway (median),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury
17:35:00,Thursday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,2-5yrs,No defect,Residential areas,Double carriageway (median),Straight,Y Shape,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
17:35:00,Thursday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
17:35:00,Thursday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Female,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
20:50:00,Sunday,Dewasa,Unknown,Junior high school,Employee,2-5yr,Private Vehicle,Owner,2-5yrs,,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Male,31-50,2,unknown,Not a Pedestrian,Driving carelessly,Slight Injury
20:50:00,Sunday,Lansia,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,5-10yrs,, Church areas,other,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
21:32:00,Thursday,Dewasa,Male,Junior high school,Employee,Above 10yr,Other,Owner,,,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury
21:32:00,Thursday,Dewasa,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,,,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury
19:55:00,Monday,Dewasa,Male,,Employee,,Commercial Vehicle,Owner,,,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
19:55:00,Monday,Dewasa,Male,,Employee,2-5yr,Public Transport,Owner,,,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
16:10:00,Monday,Dewasa,Male,Elementary school,Employee,5-10yr,Public Transport,Owner,,,,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Parked,Male,18-30,2,Normal,Not a Pedestrian,No Distance,Slight Injury
16:10:00,Monday,Lansia,Male,Junior high school,Employee,5-10yr,Other,Governmental,2-5yrs,,Residential areas,Two-way (divided with broken lines road marking),Straight,Crossing,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,No Distance,Slight Injury
15:25:00,Monday,Dewasa,Unknown,Junior high school,Employee,Above 10yr,Other,Owner,Below 1yr,, Church areas,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Male,18-30,2,Normal,Not a Pedestrian,Reckless Driving,Slight Injury
23:36:00,Thursday,Remaja,Male,Junior high school,Employee,5-10yr,Other,,,,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Speeding,Serious Injury
23:36:00,Thursday,Remaja,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,Unknown,,Other,One way,Straight,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Male,31-50,2,Normal,Not a Pedestrian,Priority Violation,Serious Injury
23:36:00,Thursday,Remaja,Male,Elementary school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Serious Injury
23:36:00,Thursday,Remaja,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,,Office areas,One way,Straight,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Priority Violation,Serious Injury
20:00:00,Monday,Lansia,Male,Elementary school,Employee,1-2yr,Public Transport,Owner,Unknown,No defect, Industrial areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Turnover,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury
20:00:00,Monday,Dewasa,Unknown,Elementary school,Employee,5-10yr,Other,Governmental,,No defect,Residential areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Other,Slight Injury
20:00:00,Monday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,,No defect,Office areas,Unknown,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:54:00,Friday,Dewasa,Male,Elementary school,Employee,2-5yr,Other,Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Unknown,unknown,unknown,unknown,unknown,Not a Pedestrian,No Distance,Slight Injury
17:54:00,Friday,Dewasa,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,, Church areas,other,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Female,18-30,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury
18:04:00,Monday,Dewasa,Unknown,,Unknown,5-10yr,Other,Owner,Above 10yr,, Industrial areas,Two-way (divided with broken lines road marking),Straight,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Female,Under 18,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
17:00:00,Friday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,No defect,  Recreational areas,One way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
1:15:00,Saturday,Unknwon,Female,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,No defect,  Market areas,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Turnover,unknown,unknown,unknown,unknown,Not a Pedestrian,No Distance,Slight Injury
1:15:00,Saturday,Dewasa,Unknown,Elementary school,Employee,Below 1yr,Other,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury
1:15:00,Saturday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
1:15:00,Saturday,Dewasa,Male,Elementary school,Owner,5-10yr,Public Transport,Owner,Unknown,No defect, Industrial areas,Two-way (divided with broken lines road marking),Straight,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Unknown,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
18:30:00,Wednesday,Dewasa,Male,Elementary school,Employee,2-5yr,Private Vehicle,Governmental,2-5yrs,,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Male,18-30,3,unknown,Not a Pedestrian,Driving carelessly,Slight Injury
18:30:00,Wednesday,Dewasa,Male,Elementary school,Employee,Above 10yr,Commercial Vehicle,Governmental,,,Office areas,other,Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
15:52:00,Friday,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,,,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Female,Over 51,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
15:52:00,Friday,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,,,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
15:52:00,Friday,Dewasa,Male,Junior high school,Employee,Below 1yr,Other,Owner,,,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,Male,18-30,2,Normal,Not a Pedestrian,Priority Violation,Slight Injury
12:33:00,Tuesday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Organization,Unknown,,Other,other,Straight,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Female,18-30,3,unknown,Not a Pedestrian,Priority Violation,Serious Injury
8:59:00,Monday,Remaja,Unknown,Elementary school,Employee,5-10yr,Commercial Vehicle,Governmental,2-5yrs,,Other,other,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
8:59:00,Monday,Lansia,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,No defect,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
17:25:00,Saturday,Dewasa,Male,Elementary school,Employee,1-2yr,Commercial Vehicle,Owner,Above 10yr,,Other,other,Straight,No junction,Other,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Male,Under 18,3,Deaf,Not a Pedestrian,Unsafe Lane Change,Slight Injury
0:53:00,Sunday,Dewasa,Male,Elementary school,Employee,,Non-Motorized,,,,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Reversing,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
0:53:00,Sunday,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,2-5yrs,No defect, Church areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
0:53:00,Sunday,Dewasa,Male,,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,,Office areas,Double carriageway (median),Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,3,Going straight,Male,Under 18,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
15:20:00,Wednesday,Dewasa,Male,Elementary school,Owner,1-2yr,Private Vehicle,Owner,2-5yrs,, Church areas,other,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury
18:23:00,Saturday,Remaja,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Male,Over 51,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
18:23:00,Saturday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,,,,other,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Male,31-50,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
5:24:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,1-2yr,,School areas,other,Mountainous,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Going straight,Male,Over 51,3,Normal,Not a Pedestrian,Moving Backward,Serious Injury
12:15:00,Saturday,Dewasa,Unknown,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,,Office areas,Two-way (divided with broken lines road marking),Straight,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Male,Over 51,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
22:15:00,Friday,Dewasa,Male,Junior high school,Owner,Below 1yr,Private Vehicle,Owner,Below 1yr,,Other,other,Mountainous,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Reversing,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
6:35:00,Friday,Dewasa,Male,High school,Employee,Below 1yr,Public Transport,Owner,Unknown,,Office areas,Undivided Two way,Straight,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Female,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
6:35:00,Friday,Dewasa,Male,Junior high school,Employee,,Private Vehicle,Owner,,,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Male,Under 18,3,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
17:34:00,Thursday,Remaja,Male,Junior high school,Employee,Below 1yr,Public Transport,Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,2,Going straight,Male,31-50,3,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
